UNH ID #,Sample Name,Collection Date,Collection Time,Project,Sub_Project,Sub_ProjectA,NPOC (mg C/L),TDN (mg N/L),DON,NO3_Final,NO3_Status,NO3_Cd,NH4 (ug N/L),NH4_IC,Cation Run Date,Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),PO4 (ug P/L),PO4 (ugP/L),SiO2 (mg SiO2/L),WRRC sample info.pH,WRRC sample info.Cond,Spec_Cond,DO_Conc,DO%,Temperature,DTWT,Volume,Field Notes,Lab_Notes,Sample Type,Logger,WRRC Benchtop pH.pH,Closed Cell pH,Conductivity (uS/cm),WRRC Oxalate.Oxalate,Acetate (mg/L),Formate (mg/L),Oxalate (mg/L),Year,Start_Date_Time,BatchID
184262,TF2,01-Jun-21,10:23:00 AM,Lamprey,Weekly,,0.42,0.18,0.00,0.09,good,,87.55,,27-Jun-24,0.71,0.09,0.06,0.53,0.08,0.04,0.18,14.98,,0.06,5.61,7.4,8.5,,,,,3545,"forgot TF2 bucket, had to drive back to campus. Some of the sample spilled in the car",,Precipitation,Aneliya Cox,,,,,0.00,0.15,0.02,2021,,
184263,PPT6NORTH,01-Jun-21,11:44:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,185.65,clogged up. Cleaned and re-set.,,Precipitation,Aneliya Cox,,,,,,,,2021,,
184284,TF2,08-Jun-21,8:52:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,could not get the lid to open,,Precipitation,Aneliya Cox,,,,,,,,2021,,
184285,ppt6 North,08-Jun-21,1:25:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Aneliya Cox,,,,,,,,2021,,
184398,TF2,15-Jun-21,8:59:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,13.5,arms controlling the lid are were stuck? Definitely wasn't working properly,,Precipitation,Aneliya Cox,,,,,,,,2021,,
184399,PPT6NORTH,15-Jun-21,10:08:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,965.15,,"the container shattered(old plastic?) when trying to weigh it, spilled about half of the sample, recorded weight is what was left",Precipitation,Aneliya Cox,,,,,,,,2021,,
184434,TF2,22-Jun-21,10:07:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,0.07,6.01,5.3,6,10.11,109.1,19.1,,564.5,,,Precipitation,Shea Burke,,,,,,,,2021,,
184435,PPT6NORTH,22-Jun-21,11:36:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,144,,,Precipitation,Shea Burke,,,,,,,,2021,,
184464,TF2,29-Jun-21,8:33:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,0.08,6.14,7.3,7.4,8.22,98.3,24.4,,422.5,,,Precipitation,Shea Burke,,,,,,,,2021,,
184465,PPT6NORTH,29-Jun-21,10:02:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,172.5,,,Precipitation,Shea Burke,,,,,,,,2021,,
184474,TF2,06-Jul-21,9:35:00 AM,Lamprey,Weekly,,0.46,0.19,0.06,0.08,good,,49.37,,27-Jun-24,0.49,0.08,0.04,0.47,0.07,0.02,0.07,6.88,,0.09,5.64,2.6,2.9,,,,,4544,"some sample spilled in the Escape, about 300 mls",,Precipitation,Aneliya Cox,,,,,0.00,0.14,0.02,2021,,
184475,PPT6NORTH,06-Jul-21,10:56:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2226,,,Precipitation,Aneliya Cox,,,,,,,,2021,,
184770,TF2,13-Jul-21,9:15:00 AM,Lamprey,Monthly,,0.91,0.23,0.03,0.15,good,,49.15,,27-Jun-24,10.91,0.15,0.46,8.48,0.47,0.45,1.99,41.37,,0.02,5.53,2.8,3,,,,,,measured with YSI in lab,,Precipitation,Aneliya Cox,,,,,0.00,0.16,0.04,2021,,
184771,ppt6 North,13-Jul-21,1:48:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,7040,clogged,,Precipitation,Aneliya Cox,,,,,,,,2021,,
185251,TF2,20-Jul-21,9:40:00 AM,Lamprey,Weekly,,0.78,0.34,0.05,0.16,good,,131.68,,27-Jun-24,0.16,0.16,0.06,0.29,0.22,0.04,0.23,5.84,,,6.38,4.1,4.3,,,,,2360.5,,,Precipitation,Aneliya Cox,,,,,0.00,0.14,0.02,2021,,
185252,PPT6NORTH,20-Jul-21,10:54:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2076.5,took out the set up,,Precipitation,Aneliya Cox,,,,,,,,2021,,
185458,TF2,27-Jul-21,8:49:00 AM,Lamprey,Weekly,,1.95,0.63,0.16,0.19,good,,278.26,,27-Jun-24,4.63,0.19,0.24,3.60,0.31,0.18,0.94,8.69,,0.02,5.75,5,5.4,,,,,1350,,,Precipitation,Aneliya Cox,,,,,0.00,0.16,0.04,2021,,
185597,TF2,03-Aug-21,9:08:00 AM,Lamprey,Weekly,,1.83,0.54,0.15,0.16,good,,233.50,,27-Jun-24,0.40,0.16,0.08,0.40,0.14,0.05,0.28,6.60,,0.06,5.62,5,5.5,,,,,4252.5,,parameters measured with YSI,Precipitation,Aneliya Cox,,,,,0.00,0.15,0.02,2021,,
185694,TF2,10-Aug-21,9:16:00 AM,Lamprey,Monthly,,0.45,0.30,0.03,0.08,good,,185.56,,27-Jun-24,0.92,0.08,0.05,0.77,0.08,0.05,0.23,6.01,,-0.01,6.49,2.6,2.7,,,,,1094,,,Precipitation,Aneliya Cox,,,,,0.00,0.15,0.00,2021,,
185735,TF2,17-Aug-21,9:24:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,empty,,Precipitation,Aneliya Cox,,,,,,,,2021,,
185819,TF2,24-Aug-21,8:33:00 AM,Lamprey,Weekly,,0.61,0.40,0.05,0.16,good,,188.32,,27-Jun-24,0.95,0.16,0.12,0.77,0.12,0.05,0.27,8.15,,0.00,5.45,6.1,6.6,,,,,3872,,,Precipitation,Aneliya Cox,,,,,0.00,0.15,0.02,2021,,
186126,TF2,31-Aug-21,9:03:00 AM,Lamprey,Weekly,,1.35,1.00,0.11,0.26,good,,630.62,,27-Jun-24,1.01,0.26,0.17,0.72,0.10,0.05,0.25,11.02,,0.01,,,,,,,,236,,not enough volume for parameters,Precipitation,Aneliya Cox,,,,,0.00,0.15,0.02,2021,,
186155,TF2,07-Sep-21,9:10:00 AM,Lamprey,Weekly,,0.34,0.18,0.08,0.04,good,,63.79,,27-Jun-24,0.11,0.04,0.01,0.16,0.06,0.01,0.08,4.40,,0.00,5.84,2.1,2.3,,,,,4265.5,,,Precipitation,Aneliya Cox,,,,,0.00,0.14,0.00,2021,,
186274,TF2,14-Sep-21,9:53:00 AM,Lamprey,Monthly,,0.68,0.34,0.03,0.14,good,,174.95,,27-Jun-24,0.27,0.14,0.05,0.20,0.06,0.03,0.14,9.47,,0.00,6.39,8.5,10.5,,,,,2345.5,,,Precipitation,Aneliya Cox,,,,,0.14,0.14,0.02,2021,,
186355,TF2,21-Sep-21,8:47:00 AM,Lamprey,Weekly,,1.76,1.23,0.17,0.35,good,,716.54,,27-Jun-24,0.62,0.35,0.18,0.40,0.11,0.05,0.23,10.74,,0.01,,,,,,,,245,,,Precipitation,Lily Gilbert,,,,,0.00,0.16,0.02,2021,,
186544,TF2,28-Sep-21,10:00:00 AM,Lamprey,Weekly,,0.98,0.91,0.12,0.23,good,,554.04,,27-Jun-24,1.86,0.23,0.14,1.10,0.22,0.04,0.19,7.66,,0.01,,,,,,,,,,Not enough sample for YSI measurements,Precipitation,Lily Gilbert,,,,,0.14,0.15,0.02,2021,,
186766,TF2,05-Oct-21,10:26:00 AM,Lamprey,Weekly,,0.79,0.36,0.04,0.15,good,,172.19,,27-Jun-24,0.87,0.15,0.07,0.75,0.10,0.03,0.14,6.39,,0.00,6.55,5.1,5.8,9.5,103.1,19.3,,1171.5,,,Precipitation,Lily Gilbert,,,,,0.00,0.14,0.02,2021,,
186951,TF2,12-Oct-21,9:42:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,empty,,Precipitation,Lily Gilbert,,,,,,,,2021,,
186973,TF2,19-Oct-21,10:00:00 AM,Lamprey,Weekly,,0.66,0.52,0.08,0.17,good,,269.14,,27-Jun-24,0.91,0.17,0.08,0.76,0.12,0.04,0.12,7.91,,0.00,6.83,17.2,18.8,9,99.6,20.3,,,,,Precipitation,Lily Gilbert,,,,,0.00,0.14,0.02,2021,,
186987,TF2,26-Oct-21,9:07:00 AM,Lamprey,Weekly,,1.14,0.54,0.07,0.19,good,,273.60,,27-Jun-24,1.12,0.19,0.13,0.87,0.11,0.05,0.22,22.56,,0.00,,,,,,,,664.5,not enough volume for parameters,,Precipitation,Aneliya Cox,,,,,0.23,0.29,0.04,2021,,
187010,TF2,02-Nov-21,10:37:00 AM,Lamprey,Weekly,,0.15,0.15,0.08,0.04,good,,25.60,,18-Jun-24,1.44,0.04,0.07,1.02,0.08,0.04,0.13,3.60,,0.00,5.84,10,12.2,10.61,106.3,15.5,,6578,some water did spill out of bucket,,Precipitation,Lily Gilbert,,,,,0.11,0.00,0.01,2021,,
187135,TF2,09-Nov-21,9:10:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,11,,"almost empty, was not able to collect samples or YSI readings",Precipitation,Lily Gilbert,,,,,,,,2021,,
187155,TF2,16-Nov-21,9:42:00 AM,Lamprey,Weekly,,0.29,0.30,0.09,0.10,good,,103.19,,18-Jun-24,2.76,0.10,0.16,1.62,0.09,0.12,0.26,5.87,,0.03,5.84,14.2,15.8,10.03,109.7,19.7,,,Spilled some of the water,,Precipitation,Lily Gilbert,,,,,0.18,0.08,0.01,2021,,
187341,TF2,23-Nov-21,9:41:00 AM,Lamprey,Weekly,,0.68,0.50,0.03,0.27,good,,208.26,,27-Jun-24,1.48,0.27,0.13,1.05,0.11,0.07,0.25,2.88,,-0.01,5.46,8.9,9.9,9.86,107.6,19.6,,829.5,,,Precipitation,Lily Gilbert,,,,,0.00,0.15,0.02,2021,,
187405,TF2,30-Nov-21,9:35:00 AM,Lamprey,Weekly,,0.56,0.35,0.07,0.13,good,,141.24,,18-Jun-24,0.64,0.13,0.06,0.56,0.08,0.06,0.12,9.80,,0.00,,,,,,,,292,Water was frozen when picked up,Not enough sample to get YSI readings,Precipitation,Lily Gilbert,,,,,0.11,0.11,0.01,2021,,
187449,TF2,07-Dec-21,9:29:00 AM,Lamprey,Weekly,,0.72,0.84,0.09,0.40,good,,354.36,,18-Jun-24,1.97,0.40,0.16,1.31,0.13,0.12,0.31,8.10,,0.01,5.71,13.2,14.1,9.98,101.8,21.6,,865,,"Weight taken afer taking one sample, volume is approximate",Precipitation,Lily Gilbert,,,,,0.24,0.16,0.05,2021,,
187658,TF2,14-Dec-21,9:29:00 AM,Lamprey,Monthly,,0.27,0.30,0.02,0.15,good,,139.32,,18-Jun-24,0.92,0.15,0.12,0.71,0.09,0.08,0.21,5.52,,0.00,4.9,3.4,5.4,,,,,1377.5,,,Precipitation,Lily Gilbert,,,,,0.19,0.14,0.02,2021,,
187709,TF2,21-Dec-21,9:57:00 AM,Lamprey,Weekly,,0.31,0.32,0.13,0.11,good,,75.41,,18-Jun-24,0.77,0.11,0.08,0.51,0.05,0.06,0.18,4.17,,0.00,5.47,4.8,6.6,11.49,104.2,11,,2024,,TF2 samples + parameters taken 12/22/2021 because it was still frozen until the next day,Precipitation,Lily Gilbert,,,,,0.08,0.11,0.01,2021,,
187843,TF2,28-Dec-21,10:40:00 AM,Lamprey,Weekly,,0.43,0.34,0.05,0.17,good,,116.87,,18-Jun-24,1.01,0.17,0.11,0.69,0.05,0.08,0.22,4.69,,0.01,,,,,,,,,Frozen when collected,,Precipitation,Lily Gilbert,,,,,0.32,0.13,0.01,2021,,
187925,TF2,04-Jan-22,10:43:00 AM,Lamprey,Weekly,,1.32,1.09,0.06,0.63,good,,396.69,,18-Jun-24,1.84,0.63,0.25,1.12,0.12,0.18,0.49,13.82,,0.00,4.8,12.5,15.6,,,,,622,Raining when buckets were switched,Parameters collected on 1/6/2022 when sample in bucket thawed,Precipitation,Lily Gilbert,,,,,0.32,0.19,0.03,2022,,
187960,TF2,10-Jan-22,9:01:00 AM,Lamprey,Monthly,,0.68,0.29,0.05,0.15,good,,87.16,,18-Jun-24,2.16,0.15,0.10,1.51,0.11,0.14,0.48,7.16,,0.02,5.44,,6.6,,,,,815.5,,,Precipitation,Lily Gilbert,,,,,0.49,0.14,0.01,2022,,
188019,TF2,18-Jan-22,9:27:00 AM,Lamprey,Weekly,,-0.01,0.08,0.04,0.02,good,,18.76,,18-Jun-24,6.95,0.02,0.29,3.80,0.15,0.32,0.53,9.50,,0.00,5.79,21.2,24.3,,,,,2012.5,,,Precipitation,Lily Gilbert,,,,,0.10,0.00,0.02,2022,,
188442,TF2,25-Jan-22,9:37:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,53,,not enough precipitation to collect samples or YSI parameters,Precipitation,Lily Gilbert,,,,,,,,2022,,
188536,TF2,02-Feb-22,9:58:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,35,,not enough precipitation to collect samples or YSI parameters,Precipitation,Lily Gilbert,,,,,,,,2022,,
188618,TF2,09-Feb-22,9:21:00 AM,Lamprey,Monthly,,0.08,0.10,0.02,0.06,good,,13.41,,18-Jun-24,1.78,0.06,0.11,1.37,0.13,0.23,0.47,3.89,,,5.62,3.8,4.1,9.77,111.3,,,4113,,Took YSI and samples from bucket the next day,Precipitation,Lily Gilbert,,,,,1.06,0.00,0.01,2022,,
188706,TF2,16-Feb-22,9:20:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,57.5,,not enough precipitation to collect samples or YSI parameters,Precipitation,Lily Gilbert,,,,,,,,2022,,
188787,TF2,22-Feb-22,9:53:00 AM,Lamprey,Weekly,,1.25,0.99,0.29,0.33,good,,360.99,,18-Jun-24,3.21,0.33,0.17,2.10,0.17,0.11,0.56,37.68,,,,,,,,,,151.5,Cover was half off when was collected,"Collected chem and silica sample, not enough for alkalinity or YSI parameters",Precipitation,Lily Gilbert,,,,,0.34,0.43,0.08,2022,,
188997,TF2,01-Mar-22,1:34:00 PM,Lamprey,Weekly,,0.75,0.27,0.06,0.12,good,,89.51,,18-Jun-24,0.89,0.12,0.07,0.68,0.10,0.05,0.22,6.59,,0.01,5.55,7.1,8.7,11.02,110.1,,,1047.5,"Foam was missing from the precipitation collector, wasn’t a firm seal",Started taking DOM sample along with other regular samples,Precipitation,Lily Gilbert,,,,,0.21,0.20,0.01,2022,,
189121,TF2,02-Mar-22,12:16:00 PM,Lamprey,Weekly,,0.61,0.99,,0.50,good,,,,18-Jun-24,1.20,0.50,0.25,0.83,0.10,0.09,0.41,10.94,,0.01,,,,,,,,361.5,"This sample was taken after the bucket was switched just for 24 hours, the foam seal had to be changed so the bucket was changed as well","Collected all 4 sample bottles, not enough for YSI parameters",Precipitation,Lily Gilbert,,,,,0.00,0.15,0.04,2022,,
189141,TF2,08-Mar-22,9:42:00 AM,Lamprey,Monthly,,1.22,0.97,-0.04,0.47,good,,549.96,,18-Jun-24,1.11,0.47,0.19,0.85,0.12,0.08,0.40,12.67,,0.02,5.08,13.8,14.8,9.37,106.3,,,619,,,Precipitation,Lily Gilbert,,,,,0.44,0.65,0.07,2022,,
189187,TF2,15-Mar-22,9:44:00 AM,Lamprey,Weekly,,0.32,0.24,,0.11,good,,,,18-Jun-24,0.34,0.11,0.05,0.29,0.06,0.03,0.16,5.50,,0.02,5.38,5.1,5.5,9.56,106.9,20.9,,955.5,,,Precipitation,Lily Gilbert,,,,,0.09,0.21,0.01,2022,,
189199,TF2,22-Mar-22,8:19:00 AM,Lamprey,Weekly,,0.71,0.76,0.05,0.40,good,,310.97,,18-Jun-24,1.05,0.40,0.15,0.79,0.09,0.08,0.41,8.04,,0.06,5.91,10.6,11.5,9.26,103.6,,,,,,Precipitation,Lily Gilbert,,,,,0.22,0.29,0.07,2022,,
189250,TF2,29-Mar-22,9:31:00 AM,Lamprey,Weekly,,1.17,0.74,0.51,0.07,good,,160.91,,18-Jun-24,1.11,0.07,0.12,0.79,0.15,0.04,0.26,43.14,,0.07,5.57,7,8.7,,,,,1260,Frozen when picked up,YSI parameters and samples taken 3/30/2022,Precipitation,Lily Gilbert,,,,,0.18,0.19,0.04,2022,,
189444,TF2,05-Apr-22,10:22:00 AM,Lamprey,Weekly,,0.65,0.38,0.13,0.13,good,,125.43,,18-Jun-24,0.59,0.13,0.07,0.48,0.09,0.04,0.18,9.25,,0.01,5.77,5.9,6.3,9.34,104.7,,,942,,,Precipitation,Lily Gilbert,,,,,0.17,0.15,0.02,2022,,
189495,TF2,13-Apr-22,9:35:00 AM,Lamprey,Monthly,,0.37,0.30,0.09,0.11,good,,101.70,,18-Jun-24,1.87,0.11,0.14,1.03,0.07,0.08,0.26,3.47,,0.01,5.39,9.7,12.2,11.21,109.5,14.4,,2861.5,"some of the precip water spilled out, maybe 50 - 100 grams",,Precipitation,Lily Gilbert,,,,,0.06,0.11,0.01,2022,,
189517,TF2,19-Apr-22,1:42:00 PM,Lamprey,Weekly,,0.24,0.31,0.07,0.10,good,,138.04,,18-Jun-24,1.83,0.10,0.13,1.07,0.07,0.10,0.21,10.41,,0.05,5.56,9.1,11.4,10.76,105.3,14.4,,3443,Spilled a little of the sample,,Precipitation,Lily Gilbert,,,,,0.07,0.10,0.02,2022,,
189668,TF2,26-Apr-22,9:16:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,"No sample collected, bucket was dry",,Precipitation,Lily Gilbert,,,,,,,,2022,,
189682,TF2,03-May-22,10:02:00 AM,Lamprey,Weekly,,0.78,0.42,0.06,0.20,good,,172.07,,06-Jun-24,0.38,0.20,0.22,0.46,0.06,0.22,0.22,6.21,,0.11,5.63,5.8,6.2,9.25,105.5,,,1045,"Rained this morning, but was not raining during sample collection",,Precipitation,Lily Gilbert,,,,,0.09,0.12,0.02,2022,,
189922,TF2,10-May-22,7:55:00 AM,Lamprey,Monthly,,1.75,0.59,0.02,0.25,good,,322.66,,06-Jun-24,0.55,0.25,0.29,0.48,0.07,0.22,0.26,9.93,,0.02,5.73,8.3,9.2,10.12,110.5,19.7,,565,,YSI parameters taken day after,Precipitation,Lily Gilbert,,,,,0.11,0.11,0.02,2022,,
189992,TF2,17-May-22,9:58:00 AM,Lamprey,Weekly,,2.01,0.56,0.19,0.16,good,,211.32,,06-Jun-24,0.50,0.16,0.18,0.43,0.15,0.17,0.14,,,0.01,5.98,6,6.1,8.29,99.4,24.5,,,,,Precipitation,Lily Gilbert,,,,,0.10,0.11,0.01,2022,,
190105,TF2,24-May-22,9:40:00 AM,Lamprey,Weekly,,1.51,0.63,0.15,0.23,good,,251.50,,06-Jun-24,0.33,0.23,0.26,0.36,0.08,0.18,0.21,4.57,,0.02,4.98,11,11.7,8.98,101.8,21.5,,,,Forgot to measure volume,Precipitation,Lily Gilbert,,,,,0.09,0.11,0.01,2022,,
190138,TF2,31-May-22,11:09:00 AM,Lamprey,Weekly,,0.79,0.18,0.05,0.08,good,,52.22,,06-Jun-24,0.24,0.08,0.16,0.25,0.05,0.16,0.08,12.86,,0.04,6.01,3.8,4,8.75,101,22.5,,770,,,Precipitation,Lily Gilbert,,,,,0.08,0.10,0.00,2022,,
190188,TF2,07-Jun-22,10:20:00 AM,Lamprey,Monthly,,1.39,0.52,0.11,0.20,good,,213.21,,06-Jun-24,0.29,0.20,0.22,0.33,0.07,0.18,0.17,11.15,,0.02,5.95,5.6,6.4,10.07,106.8,18.2,,1346,,"YSI parameters and sample taken from bucket day after collected, 6/8/2022",Precipitation,Lily Gilbert,,,,,0.09,0.11,0.01,2022,,
190249,TF2,14-Jun-22,9:04:00 AM,Lamprey,Weekly,,0.84,0.27,0.03,0.13,good,,111.09,,06-Jun-24,0.30,0.13,0.19,0.26,0.07,0.17,0.13,8.15,,0.02,5.81,5.4,5.8,8.83,99.9,21.4,,,,,Precipitation,Lily Gilbert,,,,,0.00,0.10,0.01,2022,,
190281,TF2,21-Jun-22,10:52:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,60,,Not enough sample for sample collection or YSI parameters,Precipitation,Lily Gilbert,,,,,,,,2022,,
190359,TF2,28-Jun-22,10:17:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,8.5,,Not enough precipitation to get samples or YSI parameters,Precipitation,Lily Gilbert,,,,,,,,2022,,
190413,TF2,05-Jul-22,11:36:00 AM,Lamprey,Weekly,,,,,,2 values,,644.84,,,,,,,,,,,,,,,,,,,,,,"Only enough sample for chem sample, no YSI parameters",Precipitation,Lily Gilbert,,,,,,,,2022,,
190494,TF2,12-Jul-22,9:14:00 AM,Lamprey,Monthly,,1.44,0.71,0.10,0.20,good,,403.97,,06-Jun-24,0.33,0.20,0.23,0.32,0.06,0.17,0.12,10.99,,0.04,6.47,6.2,7.4,10.47,108,16.9,,1134.5,Foam on precip bucket was changed 7/11/2022,Samples and parameters taken day after sample was collected,Precipitation,Lily Gilbert,,,,,0.09,0.11,0.01,2022,,
190528,TF2,19-Jul-22,9:36:00 AM,Lamprey,Weekly,,1.43,0.78,0.29,0.20,good,,280.81,,06-Jun-24,0.22,0.20,0.22,0.22,0.07,0.18,0.16,17.59,,0.05,6.22,6.9,7.1,8.17,95.4,23.1,,1840.5,,,Precipitation,Lily Gilbert,,,,,0.09,0.13,0.01,2022,,
190635,TF2,26-Jul-22,9:53:00 AM,Lamprey,Weekly,,2.40,0.69,0.20,0.24,good,,246.54,,06-Jun-24,8.74,0.24,0.45,6.32,0.35,0.37,1.25,90.19,,0.02,5.89,8.5,9,8.63,98.1,21.7,654.5,,,,Precipitation,Lily Gilbert,,,,,0.00,0.14,0.03,2022,,
190913,TF2,01-Aug-22,2:08:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,0.07,,,,,,,,75,,"Only got one silica sample, no other samples or YSI parameters",Precipitation,Lily Gilbert,,,,,,,,2022,,
191083,TF2,08-Aug-22,8:56:00 AM,Lamprey,Monthly,,3.02,0.51,0.13,0.19,good,,193.82,,06-Jun-24,0.31,0.19,0.21,0.36,0.06,0.20,0.31,6.03,,0.05,5.09,9.8,11.3,10.31,109.2,18.2,,586.5,,,Precipitation,Lily Gilbert,,,,,0.13,0.12,0.01,2022,,
191104,TF2,16-Aug-22,10:05:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,15.5,Not enough collected for samples or YSI parameters,,Precipitation,Lily Gilbert,,,,,,,,2022,,
191249,TF2,23-Aug-22,8:45:00 AM,Lamprey,Weekly,,0.90,0.75,0.38,0.04,good,,323.60,,06-Jun-24,0.34,0.04,0.19,0.29,0.10,0.17,0.13,62.53,,0.02,6.7,6.4,6.8,8.75,99.2,21.6,,2113,"Fixed the shield below lid for dessicator, now it is in the right place",,Precipitation,Lily Gilbert,,,,,0.00,0.10,0.01,2022,,
191310,TF2,30-Aug-22,10:08:00 AM,Lamprey,Weekly,,1.62,0.56,,,2 values,,169.00,,,,,,,,,,9.76,,0.07,,,,,,,,171.5,,"Not enough sample for YSI parameters, took silica, spec, and chem sample",Precipitation,Lily Gilbert,,,,,,,,2022,,
191428,TF2,06-Sep-22,2:41:00 PM,Lamprey,Weekly,,1.08,0.22,0.03,0.12,good,,83.19,,06-Jun-24,0.17,0.12,0.18,0.22,0.04,0.17,0.16,9.73,,0.02,5.83,4.2,4.9,10.04,104.5,17.3,,3461,,,Precipitation,Lily Gilbert,,,,,0.10,0.10,0.01,2022,,
191569,TF2,13-Sep-22,9:10:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2.5,"weather: misty + foggy, no rain",,Precipitation,Lily Gilbert,,,,,,,,2022,,
191693,TF2,20-Sep-22,10:14:00 AM,Lamprey,Weekly,,0.69,0.26,0.00,0.14,good,,108.01,,01-Jul-24,0.48,0.14,0.08,0.46,0.08,0.03,0.17,7.91,,-0.01,,,,,,,,1785,,,Precipitation,Aneliya Cox,,,,,0.09,0.10,0.01,2022,,
191944,TF2,27-Sep-22,9:20:00 AM,Lamprey,Weekly,,0.67,0.47,0.06,0.15,good,,264.03,,06-Jun-24,0.07,0.15,0.20,0.11,0.04,0.17,0.11,3.82,,0.02,6.67,5.8,6.2,9.43,107.3,21.7,,2519,,,Precipitation,Lily Gilbert,,,,,0.08,0.10,0.00,2022,,
192340,TF2,04-Oct-22,10:53:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,collection bucket completely dry,,Precipitation,Lily Gilbert,,,,,,,,2022,,
192556,TF2,11-Oct-22,9:56:00 AM,Lamprey,Monthly,,1.08,0.25,0.09,0.08,good,,78.23,,06-Jun-24,0.79,0.08,0.19,0.57,0.05,0.18,0.19,13.94,,0.03,5.98,4.1,5.3,,,,,1301,,,Precipitation,Lily Gilbert,,,,,0.10,0.09,0.00,2022,,
192640,TF2,18-Oct-22,10:18:00 AM,Lamprey,Weekly,,0.39,0.10,0.00,0.05,good,,39.70,,06-Jun-24,0.76,0.05,0.19,0.57,0.04,0.18,0.17,6.57,,0.12,6.11,4.6,5.6,,,16.1,,,,,Precipitation,Lily Gilbert,,,,,0.08,0.10,0.00,2022,,
192708,TF2,25-Oct-22,9:35:00 AM,Lamprey,Weekly,,1.24,0.52,0.32,0.14,good,,65.93,,06-Jun-24,0.56,0.14,0.19,0.53,0.17,0.19,0.18,20.05,,0.03,,,,,,,,290.5,"lightly misting, bucket is closed","not enough sample for YSI parameters, but enough for all sample bottles",Precipitation,Lily Gilbert,,,,,0.08,0.10,0.00,2022,,
192848,TF2,01-Nov-22,10:10:00 AM,Lamprey,Weekly,,0.46,0.16,0.03,0.09,good,,39.93,,06-Jun-24,0.80,0.09,0.20,0.68,0.10,0.18,0.19,4.13,,0.02,,,,,,,,407,,not enough volume to measure parameters,Precipitation,Aneliya Cox,,,,,0.08,0.10,0.00,2022,,
192888,TF2,08-Nov-22,8:25:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,"all clear blue sky, a little windy",,Precipitation,Lily Gilbert,,,,,,,,2022,,
193187,TF2,15-Nov-22,9:43:00 AM,Lamprey,Weekly,,0.64,0.16,0.01,0.09,good,,58.84,,01-Jul-24,0.63,0.09,0.06,0.40,0.04,0.03,0.14,8.43,,0.03,6.03,5.5,6.7,10.92,110.4,15.9,,,,,Precipitation,Lily Gilbert,,,,,0.09,0.10,0.00,2022,,
193273,TF2,22-Nov-22,10:04:00 AM,Lamprey,Weekly,,0.44,,,0.05,good,,11.73,,06-Jun-24,0.69,0.05,0.18,0.57,0.06,0.17,0.10,6.56,,0.02,,,,,,,,,,,Precipitation,Aneliya Cox,,,,,0.08,0.10,0.00,2022,,
